application_id,school_id,programme_level,tuition_amount,household_income_monthly,number_of_dependents,orphan_status,disability_status,sponsor_type,has_other_scholarship,employment_status,cgpa,academic_standing,years_remaining,state_of_origin,socioeconomic_index,income_bracket,tuition_income_ratio
APP_004018,UNI_005,BSc,387011,116541,1,0,0,Guardian,0,Part-time,3.93,Good,3,Benue,0.65,Lower-Middle,3.32
APP_004019,UNI_003,MSc,81316,219910,1,0,0,None,0,Unemployed,2.44,Probation,1,Osun,0.36,Upper-Middle,0.37
APP_004020,UNI_029,HND,117972,159583,7,0,0,Parent,0,Unemployed,3.74,Good,4,Kaduna,0.28,Upper-Middle,0.74
APP_004021,UNI_028,BSc,429068,106527,2,0,0,Parent,1,Part-time,4.11,Good,1,Osun,0.63,Lower-Middle,4.03
APP_004022,UNI_029,BSc,277292,150568,1,0,0,Parent,1,Unemployed,3.38,Good,2,Ekiti,0.4,Upper-Middle,1.84
APP_004023,UNI_009,BSc,434844,150872,0,0,0,None,0,Full-time,4.09,Good,2,Kaduna,0.64,Upper-Middle,2.88
APP_004024,UNI_020,BSc,209079,161020,2,0,0,None,1,Unemployed,4.59,Good,4,Plateau,0.77,Upper-Middle,1.3
APP_004025,UNI_006,BSc,288343,64638,4,0,0,None,0,Full-time,3.32,Good,4,Osun,0.3,Lower-Middle,4.46
APP_004026,UNI_018,ND,312463,244962,5,1,0,Parent,0,Unemployed,2.0,Good,4,Lagos,0.24,Upper-Middle,1.28
APP_004027,UNI_006,MSc,253707,156945,4,0,0,Parent,1,Unemployed,3.84,Good,2,Kogi,0.26,Upper-Middle,1.62
APP_004028,UNI_019,BSc,262337,182533,7,0,0,Parent,0,Unemployed,2.85,Probation,2,Kogi,0.88,Upper-Middle,1.44
APP_004029,UNI_028,BSc,261181,224106,6,0,0,Parent,0,Full-time,3.25,Good,2,Benue,0.26,Upper-Middle,1.17
APP_004030,UNI_012,BSc,446226,47091,1,0,0,None,0,Unemployed,3.57,Probation,4,Ekiti,0.85,Low,9.48
APP_004031,UNI_025,BSc,259869,204071,6,0,0,Guardian,0,Unemployed,3.87,Good,2,Nasarawa,0.88,Upper-Middle,1.27
APP_004032,UNI_011,ND,140887,274889,7,0,0,None,1,Unemployed,3.61,Probation,2,Enugu,0.25,High,0.51
APP_004033,UNI_002,HND,233484,315676,1,0,0,Parent,1,Unemployed,2.27,Good,4,Oyo,0.58,High,0.74
APP_004034,UNI_015,BSc,378006,299180,4,0,0,Parent,0,Part-time,3.97,Good,1,Nasarawa,0.69,High,1.26
APP_004035,UNI_012,HND,295799,327184,6,0,0,None,0,Part-time,4.16,Good,4,Osun,0.23,High,0.9
APP_004036,UNI_012,ND,225893,195634,1,0,0,None,0,Unemployed,1.62,Good,2,Anambra,0.56,Upper-Middle,1.15
APP_004037,UNI_009,BSc,415262,292465,1,0,0,Guardian,0,Unemployed,2.52,Good,1,Anambra,0.49,High,1.42
APP_004038,UNI_021,BSc,154548,49152,3,0,0,None,0,Unemployed,4.73,Good,4,Osun,0.56,Low,3.14
APP_004039,UNI_024,HND,244727,105884,5,0,0,Parent,0,Unemployed,2.09,Good,4,Rivers,0.58,Lower-Middle,2.31
APP_004040,UNI_002,BSc,184319,337055,5,0,0,Guardian,0,Full-time,2.1,Good,3,Oyo,0.7,High,0.55
APP_004041,UNI_022,BSc,265648,90637,7,0,0,Guardian,0,Unemployed,3.45,Good,2,Rivers,0.29,Lower-Middle,2.93
APP_004042,UNI_003,BSc,340272,155319,4,0,0,None,0,Full-time,2.62,Good,2,Lagos,0.9,Upper-Middle,2.19
APP_004043,UNI_012,BSc,160066,214361,4,0,0,None,0,Unemployed,3.67,Good,3,Rivers,0.39,Upper-Middle,0.75
APP_004044,UNI_028,BSc,326635,257616,1,0,0,Parent,0,Unemployed,2.37,Probation,3,Borno,0.89,High,1.27
APP_004045,UNI_030,HND,387365,64549,0,0,0,None,0,Unemployed,2.91,Good,3,Oyo,0.68,Lower-Middle,6.0
APP_004046,UNI_026,HND,429333,194620,3,0,0,Parent,0,Part-time,4.79,Good,3,Lagos,0.68,Upper-Middle,2.21
APP_004047,UNI_016,BSc,185812,241958,0,0,0,Parent,0,Unemployed,2.73,Good,3,Ondo,0.85,Upper-Middle,0.77
APP_004048,UNI_021,BSc,296988,22023,1,0,0,Parent,0,Unemployed,1.78,Good,1,Oyo,0.82,Low,13.49
APP_004049,UNI_028,BSc,265517,54842,7,0,0,Parent,0,Part-time,3.95,Good,3,Abuja,0.36,Low,4.84
APP_004050,UNI_024,BSc,172326,75189,4,0,0,Guardian,0,Unemployed,3.44,Good,4,Osun,0.69,Lower-Middle,2.29
APP_004051,UNI_026,BSc,219972,261810,6,0,0,None,1,Part-time,2.97,Good,3,Anambra,0.55,High,0.84
APP_004052,UNI_030,BSc,313041,328067,6,0,0,Parent,0,Unemployed,4.5,Good,2,Ekiti,0.54,High,0.95
APP_004053,UNI_001,HND,93891,317224,7,0,0,None,0,Unemployed,1.98,Probation,4,Kano,0.21,High,0.3
APP_004054,UNI_021,ND,226086,23474,0,0,0,None,1,Part-time,3.12,Good,4,Lagos,0.57,Low,9.63
APP_004055,UNI_003,BSc,414227,145185,5,0,0,None,0,Unemployed,2.13,Good,4,Oyo,0.27,Upper-Middle,2.85
APP_004056,UNI_020,ND,380108,154332,2,0,0,Parent,0,Part-time,1.78,Good,1,Anambra,0.39,Upper-Middle,2.46
APP_004057,UNI_002,HND,124739,25618,0,0,0,Guardian,0,Unemployed,2.96,Good,1,Borno,0.21,Low,4.87
APP_004058,UNI_009,BSc,427943,196837,4,0,0,Parent,0,Part-time,4.63,Good,3,Plateau,0.48,Upper-Middle,2.17
APP_004059,UNI_019,BSc,295928,277262,5,1,0,None,0,Unemployed,3.88,Good,4,Oyo,0.85,High,1.07
APP_004060,UNI_015,BSc,324592,185190,1,0,0,Parent,0,Unemployed,2.27,Good,1,Enugu,0.76,Upper-Middle,1.75
APP_004061,UNI_018,HND,254446,160357,0,0,0,None,0,Part-time,3.03,Good,4,Enugu,0.24,Upper-Middle,1.59
APP_004062,UNI_026,ND,119459,255424,1,0,0,Parent,0,Unemployed,4.13,Good,2,Plateau,0.7,High,0.47
APP_004063,UNI_011,HND,349189,339227,3,0,0,Guardian,0,Unemployed,2.14,Good,4,Abuja,0.71,High,1.03
APP_004064,UNI_025,BSc,385399,224749,2,0,0,None,0,Unemployed,2.17,Probation,3,Rivers,0.74,Upper-Middle,1.71
APP_004065,UNI_023,BSc,131965,179424,6,0,0,None,0,Unemployed,2.1,Good,2,Ondo,0.66,Upper-Middle,0.74
APP_004066,UNI_016,BSc,343381,305851,4,0,0,None,0,Unemployed,3.5,Good,4,Kano,0.25,High,1.12
APP_004067,UNI_022,BSc,132195,173233,4,0,0,None,0,Unemployed,1.6,Good,3,Kaduna,0.66,Upper-Middle,0.76
APP_004068,UNI_017,MSc,116326,299088,1,0,0,Parent,0,Unemployed,3.44,Good,3,Ekiti,0.35,High,0.39
APP_004069,UNI_005,HND,216365,289690,2,0,0,None,0,Full-time,4.22,Probation,1,Lagos,0.62,High,0.75
APP_004070,UNI_012,BSc,105274,74139,5,0,0,None,0,Unemployed,4.08,Good,2,Lagos,0.67,Lower-Middle,1.42
APP_004071,UNI_011,BSc,436064,133857,4,0,0,Parent,0,Unemployed,3.7,Good,1,Rivers,0.27,Upper-Middle,3.26
APP_004072,UNI_030,MSc,438673,289351,0,0,0,Guardian,0,Full-time,2.22,Probation,1,Rivers,0.53,High,1.52
APP_004073,UNI_015,MSc,229301,114804,4,0,0,Parent,0,Unemployed,4.19,Probation,3,Oyo,0.36,Lower-Middle,2.0
APP_004074,UNI_027,HND,158847,223094,0,1,0,Parent,0,Unemployed,4.66,Good,4,Lagos,0.77,Upper-Middle,0.71
APP_004075,UNI_003,BSc,337966,313366,4,0,0,None,0,Unemployed,2.11,Probation,4,Anambra,0.85,High,1.08
APP_004076,UNI_001,BSc,398862,189987,0,0,0,Parent,0,Part-time,4.5,Good,2,Kano,0.56,Upper-Middle,2.1
APP_004077,UNI_020,ND,410862,30017,3,0,0,None,0,Unemployed,4.31,Good,2,Enugu,0.59,Low,13.69
APP_004078,UNI_029,ND,129615,166166,7,0,1,Guardian,0,Unemployed,4.73,Probation,2,Benue,0.26,Upper-Middle,0.78
APP_004079,UNI_016,BSc,198548,51236,1,0,0,None,1,Part-time,2.55,Good,1,Ondo,0.47,Low,3.88
APP_004080,UNI_002,BSc,151296,312065,7,0,0,None,0,Part-time,4.58,Good,4,Abuja,0.3,High,0.48
APP_004081,UNI_002,ND,414940,345734,5,0,0,None,0,Unemployed,2.09,Good,2,Kogi,0.69,High,1.2
APP_004082,UNI_003,BSc,323083,291534,5,0,0,Guardian,0,Unemployed,2.08,Good,4,Borno,0.87,High,1.11
APP_004083,UNI_008,HND,416795,199660,3,0,1,Parent,0,Unemployed,1.85,Good,4,Ondo,0.76,Upper-Middle,2.09
APP_004084,UNI_024,BSc,87076,49980,6,0,0,Parent,0,Part-time,2.91,Good,2,Borno,0.47,Low,1.74
APP_004085,UNI_028,HND,422494,136960,5,0,1,Parent,0,Full-time,1.54,Good,3,Lagos,0.66,Upper-Middle,3.08
APP_004086,UNI_015,HND,396062,251988,0,0,0,Guardian,0,Unemployed,2.76,Good,2,Kogi,0.9,High,1.57
APP_004087,UNI_007,BSc,339040,83470,5,0,0,None,0,Unemployed,3.57,Probation,4,Nasarawa,0.23,Lower-Middle,4.06
APP_004088,UNI_006,HND,392672,168998,1,1,0,None,0,Unemployed,1.76,Good,4,Plateau,0.39,Upper-Middle,2.32
APP_004089,UNI_009,BSc,146798,37621,2,0,0,Parent,0,Unemployed,4.2,Good,2,Nasarawa,0.26,Low,3.9
APP_004090,UNI_020,HND,89319,144604,0,0,0,Parent,0,Unemployed,2.47,Good,3,Nasarawa,0.65,Upper-Middle,0.62
APP_004091,UNI_028,BSc,269468,55031,6,0,1,Parent,0,Unemployed,1.65,Good,4,Nasarawa,0.79,Low,4.9
APP_004092,UNI_001,HND,305368,314290,6,0,0,Parent,0,Unemployed,2.74,Good,4,Osun,0.45,High,0.97
APP_004093,UNI_008,BSc,369142,290142,6,0,0,Parent,0,Unemployed,1.96,Good,3,Kaduna,0.48,High,1.27
APP_004094,UNI_023,BSc,83468,134619,5,0,0,Guardian,0,Part-time,4.12,Good,2,Benue,0.41,Upper-Middle,0.62
APP_004095,UNI_023,ND,192178,137974,4,0,0,Guardian,0,Part-time,2.6,Good,3,Kaduna,0.59,Upper-Middle,1.39
APP_004096,UNI_003,BSc,223723,313245,4,0,0,None,0,Part-time,1.89,Good,4,Borno,0.29,High,0.71
APP_004097,UNI_004,ND,225554,281164,2,0,0,Parent,0,Unemployed,3.0,Good,2,Rivers,0.33,High,0.8
APP_004098,UNI_026,BSc,346553,211872,3,0,0,Parent,0,Full-time,2.99,Good,1,Kaduna,0.26,Upper-Middle,1.64
APP_004099,UNI_025,HND,146083,115326,0,0,0,Parent,0,Unemployed,2.41,Good,1,Lagos,0.3,Lower-Middle,1.27
APP_004100,UNI_015,BSc,314267,284026,4,0,0,None,0,Unemployed,2.58,Good,3,Borno,0.79,High,1.11
APP_004101,UNI_006,BSc,165443,190027,6,0,0,Parent,0,Unemployed,4.04,Good,3,Osun,0.33,Upper-Middle,0.87
APP_004102,UNI_015,MSc,365570,235267,1,1,0,Guardian,0,Unemployed,3.61,Good,3,Nasarawa,0.54,Upper-Middle,1.55
APP_004103,UNI_021,BSc,396901,79965,2,0,0,None,0,Part-time,2.21,Good,3,Borno,0.69,Lower-Middle,4.96
APP_004104,UNI_003,BSc,225508,132956,3,0,0,Parent,0,Unemployed,4.63,Good,2,Kogi,0.33,Upper-Middle,1.7
APP_004105,UNI_025,BSc,358634,239866,7,0,0,None,0,Unemployed,2.51,Good,2,Nasarawa,0.51,Upper-Middle,1.5
APP_004106,UNI_021,MSc,132136,240494,6,0,0,Parent,0,Unemployed,3.26,Good,4,Enugu,0.35,Upper-Middle,0.55
APP_004107,UNI_021,BSc,240034,192632,3,0,0,Parent,0,Part-time,3.38,Good,4,Benue,0.84,Upper-Middle,1.25
APP_004108,UNI_014,HND,364380,51343,1,1,0,None,0,Unemployed,2.21,Good,4,Ondo,0.23,Low,7.1
APP_004109,UNI_020,BSc,225995,269550,5,0,1,Guardian,0,Unemployed,2.46,Good,4,Borno,0.61,High,0.84
APP_004110,UNI_014,BSc,266963,135154,1,0,0,Guardian,0,Part-time,3.09,Good,2,Lagos,0.82,Upper-Middle,1.98
APP_004111,UNI_004,BSc,409291,154961,7,0,0,Parent,0,Unemployed,2.35,Good,3,Lagos,0.75,Upper-Middle,2.64
APP_004112,UNI_012,BSc,350072,38976,5,0,0,Parent,0,Unemployed,2.51,Good,4,Benue,0.36,Low,8.98
APP_004113,UNI_017,HND,245630,305160,2,1,0,Parent,0,Unemployed,3.52,Good,1,Ekiti,0.58,High,0.8
APP_004114,UNI_007,BSc,398513,225819,1,0,0,None,0,Unemployed,3.92,Probation,2,Ondo,0.24,Upper-Middle,1.76
APP_004115,UNI_009,HND,408547,173814,7,0,0,None,0,Unemployed,4.14,Good,1,Benue,0.4,Upper-Middle,2.35
APP_004116,UNI_003,HND,439369,305697,4,0,0,Parent,0,Unemployed,1.9,Good,2,Ekiti,0.47,High,1.44
APP_004117,UNI_028,HND,387357,214410,3,0,0,Parent,0,Unemployed,3.93,Good,2,Kaduna,0.25,Upper-Middle,1.81
APP_004118,UNI_013,BSc,178631,49332,6,0,0,None,1,Unemployed,4.59,Good,3,Rivers,0.32,Low,3.62
APP_004119,UNI_015,HND,83816,229697,6,0,0,Guardian,0,Full-time,3.42,Good,3,Kogi,0.79,Upper-Middle,0.36
APP_004120,UNI_018,ND,440306,155508,7,0,0,None,0,Unemployed,3.5,Good,4,Rivers,0.53,Upper-Middle,2.83
APP_004121,UNI_019,BSc,389982,168159,5,0,0,None,0,Unemployed,4.65,Good,4,Rivers,0.86,Upper-Middle,2.32
APP_004122,UNI_001,HND,332536,337846,1,0,0,Guardian,0,Unemployed,4.37,Good,1,Plateau,0.31,High,0.98
APP_004123,UNI_006,ND,339525,45428,0,0,0,Parent,0,Unemployed,3.34,Good,1,Ondo,0.67,Low,7.47
APP_004124,UNI_027,HND,222645,179226,1,0,0,Parent,0,Unemployed,4.03,Good,4,Enugu,0.73,Upper-Middle,1.24
APP_004125,UNI_027,BSc,295547,112045,6,0,0,None,0,Part-time,2.1,Good,4,Plateau,0.74,Lower-Middle,2.64
APP_004126,UNI_023,BSc,145364,257012,5,0,0,Guardian,0,Part-time,2.86,Good,3,Plateau,0.73,High,0.57
APP_004127,UNI_027,ND,351466,275739,7,0,0,None,0,Full-time,3.86,Good,4,Abuja,0.32,High,1.27
APP_004128,UNI_027,MSc,199024,127369,3,0,0,None,1,Unemployed,2.45,Probation,3,Nasarawa,0.51,Upper-Middle,1.56
APP_004129,UNI_002,BSc,344626,54349,4,0,0,None,0,Unemployed,3.0,Good,4,Ekiti,0.82,Low,6.34
APP_004130,UNI_024,HND,378011,220565,6,0,0,Parent,0,Part-time,2.07,Good,1,Osun,0.6,Upper-Middle,1.71
APP_004131,UNI_014,HND,336703,57358,7,0,0,Parent,1,Unemployed,4.46,Good,3,Anambra,0.46,Low,5.87
APP_004132,UNI_006,BSc,320888,72484,6,0,0,None,0,Part-time,4.46,Good,2,Oyo,0.21,Lower-Middle,4.43
APP_004133,UNI_014,BSc,421355,231521,1,0,0,None,0,Unemployed,3.08,Good,4,Osun,0.63,Upper-Middle,1.82
APP_004134,UNI_004,ND,438100,70837,4,0,0,Parent,0,Unemployed,2.13,Good,2,Kano,0.83,Lower-Middle,6.18
APP_004135,UNI_021,HND,288343,95333,0,0,0,Guardian,0,Full-time,3.74,Probation,3,Rivers,0.34,Lower-Middle,3.02
APP_004136,UNI_008,BSc,421530,289675,5,0,1,None,0,Unemployed,2.2,Good,3,Benue,0.9,High,1.46
APP_004137,UNI_030,HND,86732,33825,3,0,0,Parent,0,Unemployed,2.25,Good,1,Kaduna,0.35,Low,2.56
APP_004138,UNI_003,BSc,251825,299423,2,0,0,Parent,0,Unemployed,4.71,Good,4,Plateau,0.6,High,0.84
APP_004139,UNI_019,BSc,322076,133094,6,0,1,Parent,0,Unemployed,1.83,Good,3,Oyo,0.54,Upper-Middle,2.42
APP_004140,UNI_030,BSc,315430,195295,6,0,0,Parent,0,Full-time,2.75,Good,3,Kogi,0.74,Upper-Middle,1.62
APP_004141,UNI_014,HND,326328,241024,3,1,0,None,0,Unemployed,3.33,Good,4,Nasarawa,0.54,Upper-Middle,1.35
APP_004142,UNI_027,BSc,114422,179072,5,1,0,Parent,0,Unemployed,1.86,Good,4,Osun,0.44,Upper-Middle,0.64
APP_004143,UNI_020,ND,156964,318443,2,0,0,None,0,Unemployed,1.63,Good,2,Lagos,0.87,High,0.49
APP_004144,UNI_017,BSc,136284,227274,7,0,0,Parent,0,Unemployed,3.29,Good,3,Borno,0.6,Upper-Middle,0.6
APP_004145,UNI_025,BSc,208575,249174,2,0,0,None,1,Unemployed,1.88,Good,3,Plateau,0.23,Upper-Middle,0.84
APP_004146,UNI_008,BSc,91311,221460,3,0,0,None,0,Unemployed,2.33,Good,2,Anambra,0.51,Upper-Middle,0.41
APP_004147,UNI_024,MSc,280341,214891,5,1,0,None,0,Unemployed,3.14,Probation,3,Oyo,0.55,Upper-Middle,1.3
APP_004148,UNI_014,MSc,284950,134074,2,0,0,Guardian,0,Unemployed,2.65,Good,1,Plateau,0.22,Upper-Middle,2.13
APP_004149,UNI_026,MSc,418144,132691,5,1,0,Parent,0,Part-time,3.84,Good,3,Osun,0.68,Upper-Middle,3.15
APP_004150,UNI_006,BSc,259586,167698,4,0,0,None,0,Unemployed,4.68,Good,1,Kano,0.54,Upper-Middle,1.55
APP_004151,UNI_023,BSc,387455,43302,7,0,0,None,0,Part-time,3.99,Good,2,Enugu,0.28,Low,8.95
APP_004152,UNI_022,BSc,90300,131277,0,0,0,None,0,Part-time,4.8,Good,2,Ekiti,0.43,Upper-Middle,0.69
APP_004153,UNI_016,BSc,145375,197763,1,0,0,None,0,Full-time,2.78,Good,4,Lagos,0.55,Upper-Middle,0.74
APP_004154,UNI_025,BSc,376707,275450,5,0,0,Parent,0,Unemployed,2.51,Good,4,Lagos,0.81,High,1.37
APP_004155,UNI_019,HND,201227,123812,5,1,0,Parent,0,Unemployed,2.2,Good,2,Osun,0.52,Upper-Middle,1.63
APP_004156,UNI_014,MSc,159244,221276,2,0,0,Parent,0,Unemployed,4.42,Good,4,Borno,0.83,Upper-Middle,0.72
APP_004157,UNI_019,BSc,239162,223623,6,0,0,Guardian,1,Unemployed,2.79,Good,3,Ekiti,0.73,Upper-Middle,1.07
APP_004158,UNI_003,MSc,194687,248027,5,0,0,Parent,0,Full-time,3.85,Good,2,Lagos,0.65,Upper-Middle,0.78
APP_004159,UNI_010,BSc,96328,148407,5,0,0,Guardian,0,Unemployed,3.73,Good,3,Ekiti,0.64,Upper-Middle,0.65
APP_004160,UNI_019,HND,217286,149306,6,0,0,Parent,0,Unemployed,1.69,Probation,1,Osun,0.71,Upper-Middle,1.46
APP_004161,UNI_009,ND,268812,177307,2,0,0,Parent,0,Unemployed,4.4,Good,3,Abuja,0.51,Upper-Middle,1.52
APP_004162,UNI_028,ND,377521,211644,3,0,0,Guardian,0,Part-time,3.11,Good,4,Rivers,0.5,Upper-Middle,1.78
APP_004163,UNI_020,HND,236806,315510,5,0,0,Guardian,0,Part-time,2.24,Probation,3,Kaduna,0.35,High,0.75
APP_004164,UNI_013,BSc,432401,333491,6,0,0,Guardian,0,Part-time,4.73,Good,3,Rivers,0.59,High,1.3
APP_004165,UNI_007,BSc,98610,52837,6,0,0,None,1,Unemployed,3.99,Probation,2,Abuja,0.69,Low,1.87
APP_004166,UNI_014,BSc,239947,290283,4,0,0,None,0,Part-time,3.54,Good,3,Borno,0.39,High,0.83
APP_004167,UNI_009,BSc,135082,160657,1,0,0,Guardian,0,Unemployed,4.76,Good,3,Lagos,0.36,Upper-Middle,0.84
APP_004168,UNI_027,ND,103226,285803,5,0,0,Parent,0,Part-time,4.0,Good,2,Lagos,0.33,High,0.36
APP_004169,UNI_028,HND,369821,25634,2,0,0,Parent,0,Unemployed,1.9,Good,4,Ekiti,0.24,Low,14.43
APP_004170,UNI_023,ND,221370,136969,4,0,0,Parent,1,Unemployed,4.77,Good,1,Kogi,0.84,Upper-Middle,1.62
APP_004171,UNI_025,BSc,377992,23682,7,0,0,Parent,0,Unemployed,3.47,Good,1,Rivers,0.84,Low,15.96
APP_004172,UNI_028,BSc,179291,221170,1,0,0,None,0,Part-time,2.49,Good,4,Borno,0.31,Upper-Middle,0.81
APP_004173,UNI_019,ND,405798,95038,3,1,0,Parent,0,Unemployed,4.2,Good,3,Nasarawa,0.77,Lower-Middle,4.27
APP_004174,UNI_015,HND,359888,41984,5,0,0,Guardian,0,Unemployed,1.66,Probation,4,Plateau,0.48,Low,8.57
APP_004175,UNI_020,HND,234506,278181,2,0,0,Parent,0,Full-time,3.66,Good,4,Borno,0.6,High,0.84
APP_004176,UNI_014,BSc,185850,302631,3,0,0,Parent,0,Unemployed,2.03,Good,1,Kaduna,0.58,High,0.61
APP_004177,UNI_024,BSc,390145,22075,5,1,0,Parent,0,Full-time,1.79,Good,1,Rivers,0.69,Low,17.67
APP_004178,UNI_006,BSc,139633,105726,3,0,0,None,0,Unemployed,2.67,Good,3,Plateau,0.62,Lower-Middle,1.32
APP_004179,UNI_021,BSc,128917,62293,2,0,0,None,0,Unemployed,2.68,Good,4,Borno,0.38,Lower-Middle,2.07
APP_004180,UNI_029,MSc,421948,180284,4,0,0,Parent,0,Part-time,3.48,Good,1,Rivers,0.47,Upper-Middle,2.34
APP_004181,UNI_004,HND,257817,297106,4,1,0,None,0,Unemployed,3.37,Good,1,Ondo,0.45,High,0.87
APP_004182,UNI_008,BSc,343051,166925,7,0,0,None,0,Unemployed,3.77,Good,2,Kaduna,0.85,Upper-Middle,2.06
APP_004183,UNI_017,BSc,433439,332353,3,0,0,Guardian,0,Part-time,2.07,Good,2,Rivers,0.23,High,1.3
APP_004184,UNI_030,BSc,269674,230983,3,0,1,Parent,0,Unemployed,4.37,Good,3,Nasarawa,0.75,Upper-Middle,1.17
APP_004185,UNI_009,MSc,110172,260969,5,0,0,Guardian,0,Part-time,4.33,Good,4,Oyo,0.51,High,0.42
APP_004186,UNI_001,BSc,311831,349789,6,0,0,None,0,Unemployed,2.21,Good,2,Enugu,0.71,High,0.89
APP_004187,UNI_024,BSc,183512,273043,7,0,0,Parent,0,Unemployed,3.06,Good,3,Anambra,0.41,High,0.67
APP_004188,UNI_020,ND,251614,86856,0,0,0,None,0,Unemployed,3.11,Good,1,Kogi,0.27,Lower-Middle,2.9
APP_004189,UNI_025,BSc,128196,57185,1,0,0,None,0,Unemployed,4.54,Good,1,Ondo,0.76,Low,2.24
APP_004190,UNI_014,HND,411045,220307,7,0,0,Guardian,0,Part-time,4.49,Good,2,Nasarawa,0.27,Upper-Middle,1.87
APP_004191,UNI_011,HND,217023,213930,5,1,0,None,0,Unemployed,1.72,Good,2,Kano,0.77,Upper-Middle,1.01
APP_004192,UNI_021,BSc,357319,113745,3,0,0,None,0,Unemployed,4.66,Good,4,Borno,0.57,Lower-Middle,3.14
APP_004193,UNI_003,BSc,187809,59330,3,0,0,Parent,0,Unemployed,1.73,Good,1,Anambra,0.68,Low,3.17
APP_004194,UNI_009,ND,417774,269309,1,0,0,Parent,0,Part-time,3.31,Good,1,Kano,0.39,High,1.55
APP_004195,UNI_027,BSc,430761,328559,2,1,0,Guardian,1,Unemployed,2.53,Good,1,Lagos,0.68,High,1.31
APP_004196,UNI_014,BSc,223239,343150,6,0,0,None,0,Unemployed,2.79,Good,1,Oyo,0.82,High,0.65
APP_004197,UNI_030,HND,285377,200199,4,0,0,None,0,Full-time,3.57,Good,1,Abuja,0.33,Upper-Middle,1.43
APP_004198,UNI_009,BSc,207310,42547,2,0,1,Parent,0,Full-time,3.43,Good,4,Enugu,0.77,Low,4.87
APP_004199,UNI_004,BSc,408700,305083,6,0,0,Parent,0,Unemployed,2.05,Good,4,Osun,0.61,High,1.34
APP_004200,UNI_027,BSc,444292,238370,1,1,0,None,0,Part-time,4.7,Good,3,Enugu,0.35,Upper-Middle,1.86
APP_004201,UNI_004,BSc,312949,152794,1,0,0,None,0,Unemployed,1.59,Good,1,Benue,0.79,Upper-Middle,2.05
APP_004202,UNI_028,HND,90485,31674,0,0,0,Parent,1,Unemployed,2.63,Good,2,Abuja,0.36,Low,2.86
APP_004203,UNI_008,BSc,445890,259149,7,0,0,Parent,0,Part-time,4.14,Good,1,Anambra,0.82,High,1.72
APP_004204,UNI_002,MSc,331818,142225,5,0,0,None,0,Unemployed,4.31,Good,2,Ondo,0.45,Upper-Middle,2.33
APP_004205,UNI_009,BSc,186255,186190,5,0,0,Guardian,0,Unemployed,4.13,Good,4,Ondo,0.69,Upper-Middle,1.0
APP_004206,UNI_029,ND,88802,220231,5,0,0,None,0,Unemployed,2.73,Good,4,Anambra,0.71,Upper-Middle,0.4
APP_004207,UNI_014,BSc,375458,69866,6,1,0,Guardian,1,Unemployed,3.72,Good,3,Borno,0.55,Lower-Middle,5.37
APP_004208,UNI_022,BSc,334290,39546,5,0,0,Guardian,0,Unemployed,4.02,Good,2,Rivers,0.79,Low,8.45
APP_004209,UNI_009,ND,361709,335449,0,0,0,Parent,0,Unemployed,3.41,Probation,3,Osun,0.46,High,1.08
APP_004210,UNI_024,MSc,173153,122833,4,0,0,Parent,0,Unemployed,3.74,Good,3,Nasarawa,0.8,Upper-Middle,1.41
APP_004211,UNI_023,MSc,433289,170025,5,0,0,None,0,Part-time,3.33,Good,4,Kano,0.6,Upper-Middle,2.55
APP_004212,UNI_016,ND,386377,186655,3,0,0,Parent,1,Unemployed,1.68,Good,3,Borno,0.23,Upper-Middle,2.07
APP_004213,UNI_029,MSc,390528,239964,1,0,0,None,1,Unemployed,2.4,Good,1,Ekiti,0.52,Upper-Middle,1.63
APP_004214,UNI_030,BSc,263557,279832,0,0,0,Parent,0,Unemployed,3.82,Good,1,Plateau,0.77,High,0.94
APP_004215,UNI_017,BSc,295732,221186,7,0,1,Parent,1,Unemployed,2.3,Good,1,Kaduna,0.39,Upper-Middle,1.34
APP_004216,UNI_016,BSc,420397,286606,2,0,0,None,0,Unemployed,3.0,Good,1,Kano,0.7,High,1.47
APP_004217,UNI_030,BSc,117669,283032,5,1,0,Guardian,0,Unemployed,3.26,Good,3,Ekiti,0.52,High,0.42
APP_004218,UNI_012,BSc,406243,236470,0,0,1,Parent,0,Unemployed,3.71,Good,1,Enugu,0.42,Upper-Middle,1.72
APP_004219,UNI_003,BSc,184012,105509,2,0,0,None,1,Part-time,2.36,Good,3,Plateau,0.82,Lower-Middle,1.74
APP_004220,UNI_011,ND,213154,131946,0,0,0,Parent,0,Full-time,3.46,Good,2,Kogi,0.54,Upper-Middle,1.62
APP_004221,UNI_014,BSc,204878,349403,2,0,0,Parent,0,Part-time,3.47,Good,1,Lagos,0.73,High,0.59
APP_004222,UNI_018,HND,237333,305554,0,0,0,Guardian,0,Unemployed,4.29,Good,2,Ekiti,0.52,High,0.78
APP_004223,UNI_021,HND,297578,28602,0,0,0,None,0,Unemployed,3.32,Good,3,Osun,0.41,Low,10.4
APP_004224,UNI_021,HND,89795,38614,6,0,0,Guardian,0,Part-time,2.47,Good,1,Anambra,0.84,Low,2.33
APP_004225,UNI_005,BSc,387453,38444,5,0,0,None,0,Unemployed,3.22,Good,1,Kano,0.29,Low,10.08
APP_004226,UNI_016,HND,272528,335194,4,0,0,None,0,Unemployed,1.85,Good,2,Ekiti,0.61,High,0.81
